ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
857,13131.19,81.17,2,2.28,77.07,11,2.92,8.08,5.87,89.12,4,4184.93,0.343,3.18,406.8,1
195,15520.87,88.58,2,4.1,67.76,10,2.03,6.54,9.73,89.56,7,1531.84,0.148,5.27,269.45,1
751,19293.84,93.97,1,4.85,86.03,11,0.85,4.93,8.77,82.64,6,4232.44,0.344,3.14,302.94,1
226,14150.91,99.73,2,3.67,83.4,22,0.06,2.67,0.25,94.04,7,2410.38,0.322,7.19,176.62,0
774,8826.6,89.17,1,1.23,66.19,23,1.37,8.62,2.74,99.85,0,1502.01,0.473,3.78,338.16,0
477,14382.17,81.86,0,3.14,95.43,12,0.31,9.52,1.57,95.56,5,1316.6,0.265,2.37,247.97,0
105,9807.37,91.24,0,1.03,74.74,24,1.88,7.33,9.76,84.46,2,4372.11,0.413,2.36,238.98,0
970,19641.93,82.53,3,4.05,61.99,20,4.05,9.72,2.36,92.46,2,4114.46,0.222,2.15,479.29,1
249,10995.14,95.03,2,1.77,73.12,20,3.6,9.47,2.01,85.9,8,2152.17,0.332,4.96,165.91,0
637,15281.42,90.15,0,3.63,94.79,5,4.74,3.56,6.21,80.6,1,1465.45,0.471,1.03,431.99,1
263,5348.41,94.47,3,4.6,96.68,10,2.14,7.85,5.56,83.6,0,1988.94,0.35,5.88,212.59,0
940,11000.92,97.39,0,1.31,79.62,8,3.54,4.79,2.26,82.05,5,1851.95,0.384,3.68,111.46,0
765,18126.61,92.58,0,2.27,98.25,2,3.33,5.9,6.7,83.92,8,3932.22,0.45,5.97,116.19,1
824,14153.41,92.25,0,3.41,95.01,1,1.09,3.26,0.97,95.91,5,1862.25,0.47,9.42,271.67,0
489,11659.14,95.09,2,2.39,93.01,15,1.52,9.8,0.19,85.86,1,1864.39,0.183,8.82,281.78,0
521,19039.06,96.85,5,1.29,94.39,10,2.65,7.81,0.82,95.14,8,1129.07,0.178,6.19,228.1,0
671,17809.77,97.38,1,0.63,75.28,20,3.98,4.14,3.65,98.98,4,3387.44,0.32,4.76,367.51,0
807,9833.24,80.73,1,2.33,90.26,16,2.31,4.97,9.75,91.49,7,3755.92,0.498,7.29,294.14,1
863,13168.23,91.12,1,3.42,83.09,2,1.14,5.38,5.47,89.71,2,3613.96,0.296,9.31,129.65,1
116,12347.36,84.33,2,3.08,88.79,20,4.97,7.98,7.55,95.0,10,3274.4,0.232,5.41,239.23,1
697,14483.04,97.21,4,1.2,67.11,12,0.58,9.41,3.21,81.94,3,4864.3,0.315,1.89,140.79,1
198,10011.67,92.97,1,2.53,89.26,14,4.78,4.57,7.19,88.56,10,2890.95,0.126,7.89,125.17,1
359,8663.08,88.4,3,2.16,98.3,24,4.05,5.78,9.66,89.98,4,4440.55,0.171,1.09,183.32,1
847,18690.08,83.76,5,1.73,72.11,16,4.19,6.75,3.58,96.62,8,3584.04,0.16,7.88,380.23,1
325,18858.12,86.78,5,3.78,99.45,0,3.97,5.15,9.99,96.28,5,1336.65,0.111,1.76,378.4,1
817,17649.84,94.08,3,1.89,75.14,4,1.04,6.03,6.38,96.97,0,4240.35,0.389,1.96,444.56,1
517,19673.07,84.09,4,2.93,67.99,10,3.16,2.85,7.49,93.96,1,3337.55,0.23,8.04,402.57,1
309,16174.87,81.87,5,4.65,64.49,0,3.78,3.34,2.52,90.61,4,3614.1,0.167,7.21,314.2,1
401,16470.01,97.76,4,2.93,91.4,4,3.73,5.21,6.43,96.56,2,1720.91,0.305,6.06,225.04,1
578,16438.85,95.28,1,3.28,82.19,19,1.36,9.32,5.11,97.47,6,2749.96,0.229,8.39,102.32,1
789,12209.11,84.0,0,0.83,72.29,3,0.91,4.79,9.56,89.61,1,4522.33,0.257,8.66,358.85,1
646,11846.78,85.85,0,1.3,84.34,4,1.64,4.0,9.05,99.71,6,1861.72,0.226,5.12,215.89,1
940,8603.39,99.44,5,0.95,73.28,12,2.4,7.94,3.97,97.5,2,1000.5,0.102,9.97,200.04,0
881,14672.29,94.16,3,3.94,77.93,2,2.87,9.59,9.47,90.21,1,2030.03,0.375,4.22,489.93,1
778,9339.8,92.21,1,4.26,94.51,6,4.18,5.67,8.85,81.39,4,2950.17,0.144,2.54,169.7,1
643,8867.13,86.15,2,1.34,86.73,23,3.85,2.07,5.9,84.49,6,4285.11,0.188,8.61,112.97,1
361,13789.42,85.98,1,1.49,90.5,15,3.38,7.51,0.82,95.53,4,3573.16,0.176,4.74,479.76,1
471,11149.74,80.79,4,1.95,83.34,24,1.32,5.32,1.61,82.22,3,4676.25,0.233,8.87,222.4,1
207,8282.85,94.57,3,3.16,99.66,8,2.39,7.39,0.77,89.4,3,2822.26,0.164,1.55,257.37,0
437,17240.84,80.86,5,3.3,69.66,15,1.68,4.22,1.08,92.1,3,2563.26,0.239,2.0,132.37,1
934,17908.55,80.1,1,3.59,70.49,5,1.17,2.02,9.77,97.57,4,1925.67,0.197,1.36,261.63,1
483,7515.49,94.59,2,4.57,63.7,9,0.05,4.76,2.12,96.94,9,1872.25,0.124,6.42,488.89,1
202,5112.61,98.98,0,1.83,82.16,4,1.7,7.64,6.91,95.29,6,3944.44,0.448,8.49,377.61,0
687,10041.95,95.13,5,3.46,84.53,20,1.28,5.14,6.37,88.15,4,1321.44,0.222,4.62,289.53,1
967,16962.66,89.43,3,3.02,89.04,4,2.86,3.75,6.31,82.84,8,1970.85,0.138,1.82,222.99,1
881,17587.61,89.72,3,1.88,73.42,5,0.31,5.71,2.07,93.39,5,4543.58,0.309,4.36,246.42,1
346,7074.94,88.72,2,4.58,60.49,11,1.35,8.02,5.79,83.63,10,3307.68,0.149,4.13,344.49,1
508,16615.04,86.49,1,0.93,85.29,10,0.22,2.96,6.26,91.23,6,1186.35,0.409,6.79,201.78,0
578,6735.56,90.43,5,3.7,99.95,7,3.21,7.53,5.7,99.61,2,3817.02,0.125,6.87,160.78,0
323,10850.94,88.62,2,3.78,71.78,8,2.84,7.34,1.86,91.01,6,3026.73,0.286,1.93,378.49,1
342,19979.14,91.96,4,4.62,67.36,7,1.69,4.97,7.23,92.91,8,4418.09,0.478,4.78,447.79,1
313,7888.86,97.96,0,2.83,71.27,22,0.74,9.76,0.73,93.55,2,3729.74,0.164,6.78,460.62,0
996,7309.45,99.9,1,1.95,77.02,14,4.79,9.16,5.91,96.61,2,1017.79,0.181,3.33,436.57,1
772,11342.0,81.57,4,4.22,70.04,22,2.92,4.53,4.36,88.7,6,1822.96,0.34,4.66,312.24,1
857,14295.03,87.69,0,3.97,73.88,24,3.4,2.25,2.5,89.95,9,2031.85,0.492,6.52,415.53,1
835,18993.51,83.61,0,2.75,85.53,16,2.66,4.47,8.07,83.52,3,3808.93,0.254,4.63,470.54,1
964,19712.32,87.04,4,3.96,73.8,20,4.03,3.64,1.76,92.29,5,3037.26,0.359,1.28,109.35,1
194,6044.61,85.75,1,1.71,75.84,2,4.48,6.38,9.33,85.92,7,3989.79,0.161,3.0,264.84,1
894,7069.96,83.49,1,3.15,61.6,23,1.91,9.35,8.85,90.15,7,3051.47,0.357,7.98,181.65,1
159,16861.07,95.28,3,4.39,96.72,12,3.45,8.96,3.61,95.33,1,2309.54,0.201,3.24,498.71,0
528,9059.48,89.93,1,1.93,76.28,17,1.15,4.45,3.05,80.35,4,1414.64,0.345,8.36,471.83,1
635,18272.74,98.38,0,2.68,73.13,6,3.26,5.43,1.37,91.28,10,1810.49,0.135,5.2,420.87,1
422,14951.8,80.65,0,4.78,63.46,2,2.0,2.29,9.16,83.47,9,2603.12,0.31,5.26,218.35,1
231,6677.67,81.34,0,4.09,85.37,22,0.03,6.35,6.28,85.59,8,3205.82,0.195,7.93,480.84,1
273,17487.94,88.07,0,4.49,94.55,11,4.78,2.51,0.32,80.69,0,4754.55,0.373,4.45,111.7,1
843,7645.35,81.61,4,2.23,61.65,3,4.34,9.51,5.11,83.39,4,1958.88,0.399,3.15,175.22,1
387,11352.43,85.25,1,4.98,65.81,16,1.45,8.94,0.86,99.73,0,3664.34,0.439,1.95,346.75,1
379,13282.77,99.72,0,1.19,65.86,1,4.99,3.71,5.74,99.97,3,1610.18,0.497,7.05,417.2,1
931,12511.49,84.18,0,2.83,84.09,11,1.59,7.59,5.09,94.4,9,3855.01,0.284,5.23,453.45,1
229,15292.44,83.96,2,2.66,96.85,17,2.29,6.54,0.83,92.24,4,1045.36,0.368,8.28,220.2,0
924,14790.3,91.47,5,4.09,77.51,18,4.26,8.41,8.16,95.54,1,3623.68,0.107,5.12,256.32,1
929,19880.63,89.96,2,4.59,73.75,11,1.52,5.81,2.62,97.93,7,1652.87,0.462,4.73,281.93,1
639,19991.33,91.61,0,3.79,90.63,9,2.25,3.53,5.41,90.39,8,1721.3,0.346,3.69,110.79,1
249,12746.89,87.53,1,3.32,89.7,20,3.33,7.12,6.39,80.71,7,3235.63,0.269,2.79,445.59,1
240,6427.99,96.54,2,2.42,69.87,4,0.65,2.64,9.62,94.19,8,2501.65,0.274,8.47,235.18,1
356,15917.65,82.77,1,2.8,66.43,1,2.11,6.68,4.94,99.69,7,2885.22,0.403,1.86,179.71,1
620,19649.96,88.57,5,2.79,74.31,3,1.55,3.7,9.17,85.16,6,2235.56,0.433,9.12,263.68,1
238,9774.9,93.8,4,0.59,91.02,20,3.38,7.48,3.55,89.27,9,4813.87,0.423,1.24,384.23,0
510,11918.13,97.36,2,2.76,87.8,11,0.68,8.62,8.57,87.23,3,2162.62,0.304,5.7,448.37,1
204,11371.65,87.39,5,4.35,86.63,0,1.16,2.88,2.36,87.81,5,3168.19,0.248,1.52,186.15,1
586,5771.29,91.35,1,3.69,93.18,4,3.56,5.2,7.07,94.43,6,4417.42,0.478,8.02,169.05,1
119,15083.97,81.38,0,4.08,71.09,0,0.78,7.87,0.89,87.57,7,3656.72,0.354,2.9,477.51,1
738,10300.07,83.41,5,2.26,73.59,20,2.11,3.31,9.86,98.82,5,2291.11,0.317,6.09,320.36,1
149,16811.96,81.38,5,2.88,61.69,11,3.56,6.53,9.54,95.79,4,3209.75,0.339,9.25,246.31,1
275,17481.8,94.56,1,0.65,94.75,1,3.83,7.37,4.42,80.55,1,1331.96,0.352,6.84,179.73,0
257,17318.46,85.76,3,2.22,83.3,5,0.47,4.84,5.24,96.37,7,3182.75,0.385,2.6,498.1,1
848,11249.99,94.47,1,2.63,71.92,15,4.26,8.66,5.98,95.46,1,2725.56,0.321,8.17,387.67,1
148,9823.19,81.33,3,1.65,62.78,14,3.62,6.09,2.75,90.33,5,4031.73,0.45,4.97,187.15,1
486,16232.31,97.25,4,0.64,88.94,20,1.7,7.02,6.74,89.94,4,4391.61,0.444,1.12,136.5,0
632,17020.84,96.71,4,3.61,89.95,0,3.82,3.13,6.99,96.71,8,1798.47,0.277,5.38,179.71,1
564,12368.86,81.78,3,2.46,86.65,1,3.64,2.19,5.25,88.5,5,1326.14,0.167,8.31,199.1,1
713,18395.47,80.48,4,2.37,68.15,0,3.0,2.41,1.48,83.19,0,2562.23,0.331,4.87,144.43,1
823,7158.63,81.13,3,1.62,96.53,9,2.79,9.23,9.19,86.26,5,3136.6,0.348,7.83,191.86,1
454,18186.03,97.07,4,2.92,90.13,18,3.67,9.06,1.15,85.3,2,2507.21,0.309,7.35,146.71,0
846,6441.43,84.69,1,2.47,86.31,16,5.0,8.46,6.29,93.62,4,3514.24,0.456,5.11,251.09,1
386,7302.88,90.97,2,2.63,86.04,5,2.89,3.6,1.03,83.58,3,3022.61,0.137,3.91,294.48,1
986,13007.6,88.52,2,3.11,96.17,16,4.04,6.2,1.46,92.9,1,4746.5,0.215,7.54,282.11,1
554,6012.78,95.91,3,0.53,97.13,16,3.72,8.37,0.21,89.32,10,2637.56,0.446,4.32,431.68,0
763,5792.11,89.78,0,4.58,83.83,4,4.28,7.4,3.63,96.79,2,1329.98,0.476,2.53,201.6,0
888,5007.78,90.01,1,0.82,76.67,18,4.77,2.92,6.4,89.7,5,2207.74,0.27,3.89,454.84,1
814,11544.75,99.78,5,2.53,74.55,10,0.97,9.16,5.22,98.6,9,3423.58,0.177,8.89,463.25,1
866,16619.36,83.0,0,1.43,92.76,1,0.83,3.29,6.75,98.01,4,2024.1,0.268,3.55,483.92,1
583,5522.58,96.61,3,2.86,85.78,9,2.93,3.37,6.75,83.71,10,2075.95,0.282,3.11,172.39,1
139,14783.86,81.03,3,1.76,63.09,19,2.25,9.21,1.4,93.72,4,2358.29,0.308,2.2,198.3,0
544,17346.91,89.55,2,4.37,65.69,17,2.85,5.88,0.57,84.29,10,3984.57,0.21,1.5,349.53,1
263,7520.01,97.73,0,2.28,96.01,6,3.99,4.98,6.25,96.47,4,4760.53,0.225,9.79,156.36,0
901,7202.96,93.3,0,3.37,95.38,18,4.66,6.43,6.53,92.71,0,2401.51,0.362,5.83,134.25,0
313,17912.01,93.7,1,1.62,98.07,9,2.09,9.85,5.57,85.88,9,1781.95,0.349,7.57,129.48,0
305,17346.87,85.27,0,0.59,77.11,11,3.59,2.96,2.46,84.98,9,2682.55,0.365,7.96,342.46,1
324,13084.13,88.37,0,2.32,91.36,2,0.98,8.06,8.11,88.59,10,2407.36,0.251,4.17,421.87,1
678,17288.0,87.33,0,2.91,93.13,24,2.67,4.67,0.76,96.01,1,4960.1,0.235,8.19,203.55,0
614,6391.34,90.43,1,2.57,72.63,20,0.11,2.94,6.32,95.92,9,2855.47,0.241,9.65,473.41,1
954,10917.22,89.24,5,4.83,65.81,4,2.52,5.38,1.2,80.67,3,3717.13,0.48,7.68,416.77,1
475,16066.96,86.54,3,3.68,99.88,14,2.73,6.39,6.54,86.05,9,4655.15,0.258,7.41,130.98,1
354,8861.78,86.11,0,4.98,61.21,19,3.68,3.65,4.18,88.46,10,3516.25,0.342,4.89,262.92,1
144,16284.93,85.02,3,1.83,83.89,12,3.25,5.24,7.18,91.71,2,1997.51,0.309,8.57,127.21,1
106,12562.68,87.3,0,4.05,86.01,5,1.79,7.09,0.52,82.99,4,3429.64,0.45,1.8,466.08,1
436,16253.99,83.0,2,3.0,87.27,24,0.03,6.61,5.55,86.71,2,2607.51,0.248,7.75,397.12,1
934,11970.19,97.44,0,3.25,70.23,6,0.58,7.79,1.45,97.71,3,2689.4,0.274,4.26,374.62,0
571,10518.57,92.04,0,4.94,88.86,8,4.87,8.69,6.82,89.53,6,4917.3,0.437,6.09,373.08,1
905,8287.84,82.68,0,3.44,68.66,9,4.61,5.27,1.2,94.88,4,2114.36,0.164,9.04,214.07,1
191,8125.69,93.88,2,4.54,93.16,22,1.63,5.38,0.74,89.7,7,2875.74,0.338,6.45,473.42,1
184,16272.36,96.95,2,3.77,68.76,12,1.29,5.97,7.13,89.3,7,1639.47,0.26,1.23,469.11,1
850,6783.66,84.75,2,1.07,87.87,17,2.18,6.53,0.64,92.44,2,1714.18,0.494,7.5,395.8,0
196,6289.74,83.01,3,3.65,91.34,22,3.45,2.87,2.25,85.19,0,3413.94,0.389,9.36,287.57,1
146,7644.37,80.17,4,2.68,67.56,23,1.78,4.5,8.25,85.0,8,4004.06,0.104,6.78,118.85,1
464,7630.2,80.95,4,4.63,69.52,21,0.34,3.38,8.1,99.79,1,3545.84,0.436,8.75,111.32,1
933,17346.61,95.25,3,4.13,91.16,22,2.01,5.09,8.54,97.38,2,2317.14,0.381,8.43,155.25,1
721,10977.6,99.74,3,0.97,63.44,23,1.3,9.79,3.26,94.76,6,1238.47,0.324,8.75,338.31,0
189,19855.83,80.9,2,1.1,67.63,24,1.62,6.66,5.28,82.74,2,2881.06,0.194,4.1,419.24,1
854,7058.17,94.96,1,0.81,78.22,16,0.81,5.44,7.73,80.6,2,3017.08,0.16,5.27,479.39,1
860,14803.1,81.44,2,2.72,97.21,3,3.29,6.53,1.37,83.51,3,4082.61,0.351,8.63,170.14,1
821,11730.94,91.84,0,0.86,82.48,2,2.63,7.35,7.24,98.75,5,3561.16,0.276,9.19,210.21,0
913,10893.77,95.12,5,3.76,75.51,19,1.35,5.48,0.97,96.33,9,4485.03,0.445,2.32,121.64,1
316,18126.26,87.18,2,2.99,99.13,7,2.77,5.58,9.13,90.46,10,4131.93,0.205,2.63,495.62,1
982,19633.93,80.22,4,4.26,78.55,20,2.46,7.61,6.37,99.38,8,2463.51,0.355,4.12,412.37,1
388,18092.88,91.9,5,1.76,77.35,23,3.98,2.49,4.93,82.93,9,3528.89,0.2,7.93,292.29,1
822,7884.51,99.82,2,2.84,76.47,16,4.78,6.32,4.85,91.18,5,3989.15,0.355,8.87,330.23,1
622,8311.97,85.15,5,1.03,72.49,19,0.65,6.38,1.81,83.66,4,4827.52,0.119,6.22,324.87,1
802,14841.11,83.79,2,4.48,73.03,6,4.42,8.05,3.46,86.13,9,2689.41,0.257,2.02,201.74,1
665,9336.25,82.48,0,1.29,87.51,10,3.52,9.86,7.27,98.8,3,3593.13,0.169,3.73,174.16,1
678,16020.88,91.11,0,0.96,61.63,24,3.46,8.37,5.41,97.37,8,2570.66,0.342,8.71,218.79,1
655,13496.31,91.93,0,1.42,87.27,20,1.87,6.03,5.29,82.04,10,3951.31,0.227,4.13,198.86,0
801,13263.63,95.85,5,4.13,68.05,5,1.72,3.36,1.95,84.99,4,4647.97,0.409,1.93,323.01,1
765,17428.2,95.06,2,0.98,75.37,23,0.03,6.71,6.9,91.89,6,4676.9,0.146,3.72,223.28,1
221,15657.99,97.85,1,3.26,65.86,12,4.91,8.67,3.92,81.23,8,1628.35,0.322,8.26,391.58,1
844,5398.67,96.12,2,3.86,82.11,21,3.03,9.46,1.83,91.0,8,1816.39,0.337,5.44,327.18,1
582,5741.89,84.95,1,3.88,89.17,13,2.01,8.6,9.44,91.69,2,4019.72,0.109,2.54,312.91,1
391,14023.38,91.12,5,1.36,74.19,15,2.72,3.51,5.07,85.82,10,3524.04,0.114,3.81,480.52,1
563,12292.88,85.95,5,0.78,66.54,4,0.2,7.7,5.28,85.86,5,4620.43,0.223,9.58,228.96,1
971,8902.77,86.6,0,2.52,69.06,8,0.87,9.04,9.81,84.58,0,2255.2,0.344,4.89,354.11,1
872,11279.84,98.64,4,1.41,92.72,18,3.12,7.45,3.66,98.71,1,4392.08,0.485,4.97,100.02,0
851,16368.65,93.64,2,3.65,70.71,21,2.57,7.49,9.43,87.78,8,3735.1,0.136,2.38,394.77,1
516,17399.17,99.49,0,2.11,90.99,2,3.94,6.0,6.95,91.71,4,1781.83,0.381,3.74,301.02,0
806,13418.35,88.34,5,2.52,73.25,1,3.29,7.1,6.33,86.03,1,1505.98,0.377,8.33,183.35,1
446,10780.54,90.75,0,1.01,67.55,17,3.01,4.36,2.34,94.05,5,3810.89,0.368,8.08,100.6,1
718,9060.45,89.74,1,3.05,89.09,11,4.08,2.71,0.52,82.03,6,1633.85,0.306,4.92,382.78,1
676,12828.78,82.15,0,1.33,78.74,21,0.34,8.62,4.38,81.43,0,4177.32,0.487,9.04,365.08,1
325,9721.24,84.73,2,3.56,61.25,1,3.45,9.55,0.1,94.89,3,3228.38,0.301,4.42,366.16,1
340,13461.43,90.55,3,0.82,98.4,8,3.58,8.85,0.71,94.53,5,2907.47,0.435,8.78,274.98,0
155,15149.79,81.35,1,4.89,65.91,0,1.38,4.67,5.95,85.3,8,2102.12,0.205,1.28,355.72,1
225,5991.19,98.63,0,3.58,74.14,17,0.98,2.75,7.24,87.1,7,4935.38,0.423,4.13,328.53,1
490,5016.01,82.48,0,1.32,75.39,21,1.07,4.24,1.68,99.15,0,3888.67,0.499,8.7,195.56,0
530,8184.16,83.96,5,0.56,79.58,3,0.99,8.74,7.33,82.09,6,4112.25,0.464,9.11,307.51,1
248,18417.67,95.31,4,2.01,91.42,8,2.62,7.25,9.5,83.66,9,4074.84,0.222,7.81,305.84,1
475,14694.36,81.94,5,1.19,60.24,21,0.68,9.73,7.43,88.6,0,3336.06,0.438,7.03,429.45,1
644,7579.41,98.01,3,1.48,97.3,1,3.3,4.74,7.85,85.64,10,4758.8,0.138,8.34,273.4,1
309,18353.96,94.51,3,4.43,85.84,23,0.53,6.41,7.01,92.98,1,3335.29,0.371,7.37,274.43,0
404,12049.34,81.37,4,3.21,98.03,22,0.13,8.32,2.25,93.81,6,3080.18,0.237,3.29,493.76,0
431,12141.38,93.84,3,1.29,92.7,3,1.6,3.87,3.61,90.53,3,2094.84,0.363,5.2,457.79,0
555,19033.13,92.63,2,3.0,97.11,3,0.96,9.71,9.49,92.22,8,2126.94,0.265,6.95,196.91,1
430,5892.3,95.15,1,1.65,84.04,17,4.94,6.74,6.61,88.67,9,3947.54,0.104,6.29,464.12,1
763,8227.67,96.56,2,4.89,74.29,0,1.51,2.06,7.89,95.21,9,2339.07,0.193,8.97,155.19,1
395,13786.57,94.37,0,0.65,77.72,12,1.11,2.2,9.69,80.84,9,3914.84,0.117,5.26,441.36,1
490,7932.3,91.72,1,3.8,86.32,1,0.98,9.06,2.31,86.26,8,4810.83,0.271,2.6,173.33,1
441,15192.91,86.45,4,3.98,77.08,13,1.87,7.16,3.22,93.69,3,2757.23,0.436,2.93,270.24,1
264,8211.38,93.95,5,0.8,89.27,8,3.03,8.1,6.45,86.59,5,1389.3,0.395,8.61,493.57,0
717,6487.35,99.14,0,1.27,63.67,17,3.91,8.27,0.24,81.57,7,3666.19,0.416,1.08,138.82,0
312,8104.78,91.75,0,2.23,93.2,22,1.82,5.36,5.71,86.9,1,1038.09,0.423,8.82,435.92,0
367,11341.01,93.29,0,4.41,68.17,12,3.13,8.39,8.09,94.23,6,4148.01,0.249,1.5,297.89,1
814,7642.07,88.74,4,2.92,97.76,16,2.41,9.5,6.1,82.44,5,3102.61,0.302,4.52,144.4,1
954,7020.38,95.12,1,3.45,66.22,15,4.23,3.38,2.95,94.49,10,2958.93,0.303,8.2,481.0,1
704,17904.23,99.95,1,4.02,65.17,24,2.85,8.11,7.24,95.51,0,3277.77,0.145,4.67,319.69,1
925,9805.96,83.21,0,4.23,92.48,5,1.45,4.46,1.46,92.71,1,3065.63,0.339,8.4,452.26,1
869,10411.38,84.05,5,2.64,92.75,5,3.52,4.57,8.95,84.88,0,2295.11,0.388,1.9,447.64,1
533,5829.06,90.79,2,2.79,89.55,9,4.1,5.3,1.01,96.11,6,2126.04,0.344,5.6,105.85,0
794,10360.54,89.63,4,3.73,98.42,18,2.33,8.91,8.63,84.29,6,2661.19,0.398,6.24,205.94,1
395,8972.11,91.43,4,1.69,70.82,21,4.94,2.18,4.98,98.12,6,4579.64,0.148,9.02,234.77,1
514,14157.28,80.98,0,4.35,93.07,6,4.4,5.47,4.29,94.13,2,1541.48,0.405,1.84,313.95,1
582,8080.85,88.09,4,0.59,74.08,2,0.98,7.44,5.01,81.09,3,2299.06,0.183,4.05,128.75,1
965,18325.48,91.66,3,1.38,81.5,15,3.93,2.88,2.0,95.99,4,1769.2,0.451,6.93,255.59,1
864,18945.0,91.7,3,4.1,77.82,14,3.0,8.34,4.58,90.13,0,2708.55,0.198,9.82,425.86,1
540,6497.47,93.15,1,2.03,60.23,9,2.67,9.54,8.5,89.05,8,1533.99,0.297,8.63,169.28,1
687,6611.04,94.4,5,1.17,82.98,4,2.57,2.73,8.01,88.41,0,4043.18,0.295,8.62,380.51,1
282,6729.9,92.83,5,1.34,89.9,21,4.27,3.22,1.63,92.13,7,1413.87,0.208,5.65,284.13,0
824,14293.54,95.8,2,2.89,66.98,21,3.05,9.79,6.73,94.49,4,3661.05,0.245,6.08,128.28,1
598,6829.53,92.5,0,4.31,97.27,18,2.69,3.58,8.57,97.92,10,2070.84,0.174,8.73,170.95,1
579,17785.73,90.75,5,0.82,81.22,14,0.24,2.63,8.2,85.46,7,2888.76,0.328,8.83,156.41,1
790,16314.07,92.12,5,0.64,67.13,6,2.24,9.62,4.26,92.62,5,1799.95,0.465,8.22,347.89,1
670,17297.13,82.02,3,2.59,85.84,10,4.54,9.14,0.48,93.73,7,3920.89,0.227,8.37,134.93,1
165,12890.91,85.46,3,4.8,67.68,1,3.56,7.25,9.31,93.5,1,4793.1,0.303,8.92,429.22,1
359,19950.16,90.55,1,1.76,62.54,6,0.25,6.41,3.96,89.86,1,1886.98,0.445,2.02,422.66,0
259,5662.63,97.46,0,4.82,87.41,11,4.42,9.35,3.61,87.82,5,4812.61,0.281,3.63,132.02,1
762,11018.97,93.58,5,4.49,64.43,10,4.13,7.24,7.6,95.25,9,2301.1,0.433,9.79,455.28,1
131,9859.05,81.81,2,1.77,64.25,2,2.73,7.27,2.64,86.0,9,3231.39,0.279,5.9,483.66,1
282,19229.68,91.85,1,4.18,89.6,23,0.11,8.75,8.35,84.16,4,3806.36,0.276,2.59,117.39,0
638,13652.91,84.43,4,3.59,62.21,6,2.81,7.23,0.76,90.92,3,1797.07,0.163,5.53,480.13,1
726,17092.86,94.68,0,2.8,92.39,12,0.27,6.03,7.41,85.35,10,2779.06,0.15,6.81,211.78,0
553,7555.12,96.55,0,2.4,91.85,11,1.6,5.12,9.66,80.66,6,1271.31,0.345,8.45,365.9,1
875,19679.51,91.87,1,4.17,65.66,11,3.14,6.03,9.96,81.03,1,3788.22,0.431,8.31,169.93,1
927,12479.59,91.83,2,4.07,80.74,21,4.56,6.18,9.24,93.9,2,2666.46,0.154,1.44,426.98,1
219,12405.08,86.77,2,3.91,63.87,18,1.79,4.89,8.71,99.46,9,4566.58,0.464,5.08,436.77,1
958,19563.27,88.93,1,4.99,85.3,21,4.3,5.58,2.79,89.09,9,2095.97,0.244,1.19,491.34,1
653,10710.99,97.28,2,2.65,62.52,9,4.59,8.41,9.67,82.94,9,4694.41,0.27,8.99,497.01,1
673,10962.88,94.47,2,4.13,97.78,6,0.11,5.33,9.28,96.36,0,1564.16,0.458,2.57,130.34,0
185,13771.29,90.4,3,4.38,68.31,10,1.2,2.2,5.34,85.23,9,3427.87,0.459,6.62,363.19,1
660,6920.79,87.36,3,1.45,87.32,14,3.55,4.26,4.02,99.91,1,2231.23,0.31,6.14,209.22,0
753,9816.28,81.01,5,0.69,65.13,8,3.78,3.85,1.09,91.27,8,1727.13,0.211,6.63,150.23,1
623,7898.12,82.86,4,2.32,68.38,11,1.96,8.35,5.91,84.65,9,1375.75,0.169,6.07,159.52,1
176,6549.25,83.86,1,4.36,78.04,3,3.28,5.59,7.01,89.92,3,3622.57,0.209,7.44,474.57,1
571,17992.17,87.47,5,1.8,82.92,14,3.06,4.24,4.04,86.71,2,1932.67,0.412,6.63,373.46,1
943,13839.97,98.88,3,3.65,99.95,17,3.7,8.49,4.06,95.59,7,3291.26,0.23,1.81,120.18,1
751,10380.09,90.1,1,0.53,61.04,13,3.59,2.15,5.73,82.12,0,4917.67,0.378,4.3,493.69,1
223,11130.04,84.7,2,2.1,60.01,21,0.43,3.39,0.28,97.14,6,2263.85,0.178,5.92,423.12,0
964,11472.79,82.12,4,3.27,74.01,24,0.79,8.62,9.58,95.35,3,1139.78,0.291,3.93,223.67,1
963,14497.24,86.77,4,1.08,74.65,22,0.66,6.41,2.9,97.23,4,1571.29,0.241,7.84,288.35,1
252,18901.54,96.31,2,4.53,95.35,2,4.66,8.19,1.41,97.9,9,1477.29,0.301,3.86,390.63,1
821,18991.69,87.67,0,1.2,96.5,22,4.57,8.71,0.05,84.6,10,2853.13,0.328,8.46,370.41,1
466,10872.38,95.45,1,4.59,95.22,8,3.99,9.54,8.57,90.42,4,3978.6,0.496,2.32,285.23,0
634,9938.94,96.05,0,1.47,65.73,11,0.58,2.51,8.63,97.0,3,2185.78,0.46,7.92,304.96,0
